区域,卧室数,客厅数,房屋面积,楼层高低,是否是地铁房,是否是学区房,价格（万/m2）
海淀,2,1,111.2,低,1,1,6.53
西城,3,1,64.6,中,1,1,9.4
西城,2,0,68.8,中,1,0,8.69
西城,3,1,84.3,低,1,0,8.81
朝阳,3,2,126.1,高,1,0,5.49
东城,1,1,47.7,高,1,1,9.75
丰台,2,1,79.7,高,0,0,4.04
东城,5,1,147.3,低,1,0,8.6
朝阳,2,2,112.1,中,1,0,5.62
东城,3,0,101.2,高,1,0,8.47
朝阳,2,2,131.8,高,1,0,4.94
东城,2,1,103.9,高,1,0,5.97
东城,2,1,66,中,1,1,8.32
西城,2,1,77.2,低,1,1,10.14
东城,3,1,91.7,高,1,0,6.37
东城,3,0,74.6,低,1,1,8.45
东城,2,1,70,中,1,0,6.27
石景山,3,1,131.9,高,0,0,3.69
丰台,2,1,79.6,中,1,0,4.94
海淀,2,1,67,中,1,0,6.84
朝阳,3,2,120.4,低,1,0,6.22
西城,3,2,125.4,低,1,1,9.9
丰台,3,1,121,中,1,0,4.33
东城,3,1,100,中,0,0,5.57
西城,1,1,51.3,低,1,0,10.98
石景山,3,2,124.4,中,0,0,5.52
朝阳,1,0,73,中,1,0,4.76
石景山,2,1,101.7,低,1,0,4.4
朝阳,2,1,79,中,1,0,5.81
海淀,2,1,59.7,中,1,1,8.09
石景山,3,2,118.4,高,1,0,5.93
西城,3,2,149.8,低,1,1,11.65
丰台,3,2,128.3,低,0,0,5.41
丰台,2,1,92.5,高,1,0,5.22
西城,1,1,65.9,中,1,1,11.33
朝阳,3,1,117.9,低,1,0,5.84
海淀,2,1,73,高,1,0,6.67
东城,2,1,61.5,中,1,1,8.24
朝阳,4,2,266.1,低,0,0,6.21
西城,1,1,44.4,中,1,1,8.94
海淀,2,2,122.8,低,1,0,5.32
海淀,2,1,50.9,低,0,0,6.25
朝阳,1,2,74,高,1,0,4.93
丰台,3,2,106.9,高,1,0,3.99
西城,2,1,74.9,高,1,0,9.52
朝阳,1,1,71,中,1,0,4.68
石景山,3,1,86.3,中,0,0,3.58
西城,2,1,58.1,低,1,0,8.68
朝阳,2,2,100.5,低,1,1,5.3
朝阳,3,2,135.7,中,1,0,4.93
西城,3,2,139.4,低,1,0,6.62
石景山,3,1,107,低,1,0,3.58
东城,3,1,64.4,中,1,0,7.21
西城,2,1,72.7,中,1,0,9.53
朝阳,1,0,42.2,中,1,0,5.56
海淀,1,1,46.7,高,1,0,6.53
石景山,2,1,62.3,中,0,0,3.35
海淀,1,0,51.9,低,1,1,10.22
海淀,2,1,88.6,中,0,0,5.95
东城,1,1,89.8,高,1,0,6.06
东城,1,1,57.2,中,1,0,6.91
石景山,2,1,75.5,中,0,0,4.54
西城,2,1,60.4,中,1,1,10.97
丰台,1,1,67.6,中,0,0,4.24
丰台,2,1,93.6,低,1,1,5.19
东城,2,1,75.1,中,0,0,3.99
海淀,2,1,68.4,高,1,0,7.92
东城,3,1,84.5,中,1,1,8.17
西城,4,2,214.4,低,1,0,7.37
丰台,1,1,64.5,低,1,0,4.67
石景山,3,2,137.5,中,1,0,6.51
石景山,1,1,60.6,中,1,0,4.72
朝阳,3,1,125.5,高,1,0,4.07
东城,3,1,110.4,中,0,0,4.66
丰台,2,1,72.8,低,0,0,4.63
东城,3,2,103.7,低,1,0,8.35
东城,1,1,64.5,中,1,0,7.04
丰台,1,1,67.5,低,1,0,4.16
西城,2,1,63.6,低,1,1,9.51
海淀,2,1,60.4,低,1,1,8.56
丰台,3,2,106.1,中,1,0,4.23
海淀,3,2,145.2,中,1,0,7.83
丰台,3,1,121.8,高,0,0,4.07
石景山,2,1,78.4,高,1,0,4.5
石景山,3,1,80.4,高,1,0,3.72
丰台,2,1,90.8,低,1,0,5.51
海淀,2,1,59.3,中,1,1,9.77
海淀,3,1,71.2,高,1,0,8.62
丰台,3,1,130.7,低,0,0,4.17
西城,3,1,89.2,高,1,1,8.43
西城,1,1,60.9,高,0,0,7.89
朝阳,2,1,86.6,低,1,0,5.42
丰台,3,2,128.5,高,1,0,5.11
丰台,2,2,86.2,高,1,0,5.14
丰台,3,2,189.1,中,1,1,5.38
西城,2,1,51.8,低,1,1,11.97
海淀,4,2,253.7,低,0,1,5.92
朝阳,4,2,228,低,1,0,6.1
丰台,1,0,41.4,高,1,0,5.5
东城,3,1,144.2,中,1,0,8.61
朝阳,2,1,104.1,低,1,0,4.46
西城,1,1,46.4,低,1,1,9.83
西城,2,0,57.3,中,1,1,7.86
东城,3,1,99.6,高,0,0,5.18
丰台,2,1,74.4,低,1,0,4.95
东城,2,1,75.9,高,1,1,9.87
东城,5,2,266.9,高,1,1,8.16
东城,2,1,90.7,中,1,1,9.27
西城,1,0,44.1,低,0,0,8.41
丰台,2,1,82,中,1,0,4.52
东城,1,1,38.7,低,1,0,9.5
西城,2,1,87.3,低,1,0,7.07
东城,2,1,62.2,中,1,1,10.11
朝阳,2,2,94.1,中,1,0,5.87
朝阳,3,1,74.2,高,1,0,6.19
海淀,3,1,140.2,中,1,0,7.22
海淀,2,1,71.3,中,0,0,6.72
海淀,2,1,86.9,低,1,0,5.74
石景山,1,0,42.1,高,0,0,3.72
海淀,2,1,78,低,1,0,6.63
丰台,2,2,116,低,1,0,6.14
东城,2,1,67.2,高,1,0,6.39
丰台,4,2,236.2,低,1,0,6.1
丰台,1,0,64.6,高,1,0,4.13
丰台,2,2,99.8,高,1,0,4.79
东城,4,1,156.1,高,1,0,8.12
石景山,1,1,66.4,高,0,0,4.62
东城,1,1,49.6,低,1,1,8.01
朝阳,1,1,55.5,高,1,0,5.99
石景山,3,1,90.7,中,1,0,4.44
朝阳,2,1,59.7,中,1,0,5.1
海淀,1,1,54.4,中,1,0,6.88
石景山,3,2,107.2,低,1,0,5.21
石景山,2,2,89,低,0,0,4.54
海淀,2,1,135.5,高,1,1,7.66
东城,2,1,70.8,低,1,1,10.39
海淀,3,2,121.1,中,1,1,7.02
朝阳,2,2,86.4,中,0,0,5.53
西城,2,1,52.8,中,1,1,9.22
丰台,3,1,101.8,高,1,0,3.88
丰台,2,2,70.6,高,1,0,4.38
丰台,2,1,77.3,中,1,0,4.15
西城,1,1,40.9,高,1,0,10.48
石景山,2,1,56.9,高,1,0,3.62
朝阳,3,2,115.7,中,1,1,6.14
石景山,2,1,86.9,中,1,0,5.08
丰台,2,2,108.2,低,1,0,4.45
西城,2,1,70.9,低,1,1,8.73
海淀,1,1,65,中,1,1,6.61
海淀,2,1,54.1,低,1,1,8.24
朝阳,2,1,56.3,高,1,1,6.34
丰台,2,1,68,中,0,0,3.56
西城,2,1,62.1,高,1,0,9.3
海淀,2,2,121.1,高,1,0,6.43
东城,1,0,68.5,中,1,0,5.21
东城,2,1,66.8,高,1,1,8.81
海淀,3,1,92,中,1,1,7.65
石景山,2,1,60.5,低,1,0,3.6
朝阳,2,1,90.9,中,1,1,6.29
东城,1,1,99.2,中,1,0,6.82
西城,5,1,139.6,高,1,0,6.93
石景山,4,2,194.2,低,1,0,5.58
东城,2,1,127.7,中,1,0,5.24
朝阳,2,1,56.8,高,1,0,5.77
丰台,3,1,73.7,低,1,0,5.05
东城,1,1,73.8,中,1,0,5.55
西城,3,1,83,中,1,1,9.98
丰台,2,1,95.6,高,1,0,5.06
西城,4,2,235.9,高,1,1,8.53
东城,2,1,83.6,低,1,1,9.91
东城,1,1,52.6,中,1,1,8.56
西城,2,1,61.2,低,1,1,9.25
海淀,2,1,69.4,高,1,0,7.91
丰台,1,0,46.3,低,0,0,5.26
朝阳,2,1,102.3,中,0,0,5.49
石景山,2,1,58.5,中,1,0,4.64
东城,2,1,97.2,中,1,1,9.05
东城,3,2,144.2,低,1,0,6.66
石景山,2,2,57.5,中,0,0,5.73
海淀,2,1,66.6,中,1,0,5.56
石景山,3,1,83.9,高,1,0,3.47
西城,1,1,56.7,中,1,0,7.36
朝阳,2,2,137.8,低,1,1,5.78
西城,3,1,71.6,高,1,1,11.32
朝阳,2,1,81,中,1,0,6.26
西城,3,1,85.2,高,1,1,10.08
西城,1,1,66.5,中,1,0,8.7
西城,4,2,223.8,高,1,0,8.01
东城,1,1,67.1,低,1,0,6.09
石景山,2,1,78.7,高,1,0,3.45
西城,1,1,41.3,高,1,1,11.72
东城,3,2,242.3,高,1,0,6.2
海淀,2,2,101.4,高,1,1,7.83
东城,3,1,77.4,高,1,1,9.79
丰台,3,2,111.9,中,0,0,4.01
西城,3,1,137.9,低,1,0,7.36
西城,2,1,90,中,1,0,7.17
东城,2,1,53.3,低,1,0,8.28
海淀,3,2,131.2,低,1,0,7.06
丰台,2,1,97.9,低,1,1,4.83
石景山,2,1,52.7,中,1,0,3.94
海淀,3,1,115.1,高,1,1,9.01
丰台,3,1,69.8,中,1,0,4.95
丰台,3,2,116.2,高,1,0,4.81
丰台,1,1,67.8,中,0,0,4.73
西城,3,1,92.3,中,1,0,9.23
西城,2,1,60.3,中,1,1,9.75
石景山,1,1,53.9,高,0,0,4.52
东城,2,1,48.4,高,1,0,6.23
石景山,2,1,87.9,低,1,0,5.97
朝阳,2,1,78.6,低,1,0,6.29
海淀,1,1,88.1,高,1,0,5.8
朝阳,3,2,154,低,1,1,6.89
东城,5,2,225.2,高,1,0,5.61
朝阳,2,2,96.1,中,0,0,4.83
丰台,3,2,139,高,0,0,4.91
石景山,2,1,73.7,高,1,0,3.45
丰台,3,1,101.7,中,1,0,3.76
东城,2,1,144.2,中,1,0,7.45
东城,4,2,253.9,低,1,0,5.26
西城,2,1,71.4,中,1,1,9.73
海淀,2,1,88.6,低,1,1,7.61
海淀,2,1,63,高,1,1,7.74
东城,1,1,40.8,高,1,0,8.86
海淀,2,1,79.1,高,1,0,5.77
东城,1,1,68.8,低,1,0,5.37
石景山,2,1,52.6,低,0,0,3.98
东城,2,1,64.9,中,1,1,9.08
东城,2,1,73,高,0,0,5.74
石景山,2,2,84.1,中,1,0,5.56
朝阳,3,2,125.7,低,1,0,5.29
海淀,3,2,139.2,高,0,1,5.48
海淀,2,1,61.3,高,1,1,7.09
丰台,2,1,54.2,高,0,0,3.7
朝阳,2,2,145.1,高,1,0,5.23
西城,3,2,135.8,高,1,1,8.8
丰台,3,2,118.4,高,0,0,3.61
东城,3,2,180.5,中,1,1,9.07
海淀,1,1,46.9,中,1,1,10.29
朝阳,3,2,96.1,中,1,0,6.32
海淀,3,0,58.2,中,1,1,8.87
西城,2,1,62.3,低,0,1,10.31
东城,1,1,39.1,高,1,1,9.32
朝阳,2,1,106.4,低,1,1,6.13
朝阳,3,2,121.7,高,1,0,6.6
海淀,3,1,88.5,中,1,1,9.21
丰台,2,1,92.7,高,1,0,5.19
丰台,2,2,103.8,高,1,0,5.38
石景山,2,1,75.9,高,1,0,3.62
西城,3,1,88.7,低,1,1,11.5
朝阳,4,2,255.2,高,0,0,6.06
西城,2,1,56.8,高,1,1,8.77
西城,1,1,51.4,中,1,0,9.11
丰台,2,1,100.5,高,1,0,5.57
朝阳,1,0,57,低,1,0,4.54
东城,2,2,76.2,中,1,0,7.31
朝阳,2,1,56.4,中,1,0,4.79
朝阳,3,2,135.6,中,1,0,4.83
西城,2,1,73.3,中,1,1,9.6
东城,2,1,93.8,高,1,0,7.11
海淀,2,1,54.8,高,1,0,7.26
朝阳,3,2,134.3,低,1,0,6.43
海淀,1,1,61,高,1,0,5.59
丰台,2,2,114.1,低,0,0,4.78
海淀,2,1,53.8,低,1,0,6.67
西城,2,1,54.3,低,1,0,9.92
海淀,2,2,109,低,1,0,7.24
东城,1,1,40.6,低,1,1,8.89
丰台,1,1,43.1,低,1,0,5.75
丰台,2,2,112.3,高,1,1,4.28
东城,3,0,76.1,低,1,0,6.57
海淀,2,2,98.6,中,1,1,7.76
西城,2,1,96.4,高,1,0,7.81
东城,2,1,81.6,中,1,1,10.01
朝阳,3,1,145.6,高,1,1,4.78
海淀,1,1,47.5,低,1,1,10.54
东城,1,1,50,高,1,1,8.54
西城,3,1,78.5,高,0,1,7.42
东城,2,1,80.4,低,1,1,8.41
西城,3,2,163.5,中,1,0,7.9
丰台,3,2,113.5,中,0,0,3.72
海淀,3,1,142,高,1,0,6.62
丰台,1,1,48.1,中,1,0,4.08
丰台,3,1,114.4,高,1,0,5.45
石景山,2,0,44.6,低,1,0,3.54
西城,1,1,49.8,中,1,1,11.58
朝阳,3,2,192,中,1,0,5.83
西城,2,1,98.2,高,1,1,8.53
石景山,2,1,97.1,高,1,0,4.7
西城,1,0,51.5,低,1,0,8.68
海淀,2,1,54.2,高,1,1,7.79
西城,2,1,67.2,低,1,1,11.01
朝阳,1,1,100.7,中,1,0,4.67
丰台,1,0,43.5,低,1,0,5.04
丰台,1,1,79.9,高,0,0,4.1
东城,2,1,55.9,中,1,0,9.41
石景山,3,0,53.6,低,1,0,4.41
石景山,1,1,37.5,低,1,0,4.34
东城,2,1,65.2,高,1,1,7.6
朝阳,2,1,60.6,中,1,0,5.85
海淀,5,2,233.6,低,1,0,5.87
丰台,2,1,82.1,低,0,0,3.88
东城,1,1,67.4,中,1,0,5.43
石景山,2,1,57,中,1,0,4.12
丰台,2,1,61.1,中,1,0,4.7
海淀,2,1,94.7,高,1,1,9.05
丰台,2,1,96.6,低,1,0,4.29
海淀,2,2,114.7,中,1,1,6.93
东城,3,2,179.9,中,1,1,7.41
丰台,3,2,131.9,高,0,0,4.9
西城,3,1,77.5,低,1,0,10.17
西城,2,0,63.3,低,1,1,9.35
丰台,2,1,65.2,高,0,0,4.03
丰台,1,1,62.6,低,1,0,5.32
海淀,2,1,54.7,低,1,0,6.97
朝阳,1,1,82.8,中,1,0,6.32
东城,3,2,156.1,中,1,1,9.14
丰台,1,0,46.8,高,0,0,4.38
石景山,3,1,78.4,高,1,0,3.87
东城,2,1,51.3,高,1,0,6.8
西城,2,1,72.8,中,1,1,11.31
朝阳,4,2,182.7,高,0,1,7.13
朝阳,2,1,81.5,低,1,1,6.41
海淀,3,1,78.5,高,1,1,9.53
西城,3,1,88.5,低,1,1,11.5
西城,2,1,73.6,中,1,0,8.51
海淀,2,1,93.1,低,1,1,6.4
东城,2,2,97.1,中,1,1,8.18
海淀,2,1,52.6,高,1,1,6.8
东城,2,1,56.6,中,1,0,7.46
丰台,4,2,170.3,高,0,0,4.91
西城,2,1,57.4,高,1,1,7.96
丰台,1,0,43,中,1,0,4
东城,2,1,72.1,高,1,0,6.1
丰台,2,1,61.9,中,0,0,3.6
海淀,2,2,113,中,0,1,6.38
石景山,1,1,46.9,低,1,0,5.08
东城,2,1,179.2,中,1,0,7.4
丰台,3,1,168.4,高,1,0,4.98
海淀,2,1,64.5,低,1,1,7.14
东城,3,2,240.6,高,1,0,8.34
石景山,4,1,64.8,低,0,0,4.17
东城,3,2,177.8,高,1,0,6.55
朝阳,2,2,106.1,中,1,0,4.83
石景山,3,1,80.7,低,0,0,4.38
朝阳,2,1,53.5,中,1,0,4.68
石景山,3,2,143.1,中,1,0,5.01
朝阳,1,1,66.6,低,1,0,6.17
海淀,1,0,48.1,高,1,0,6.67
海淀,3,1,136.3,中,1,0,5.61
朝阳,2,1,72.1,中,1,0,4.32
丰台,1,1,49.4,低,1,0,5.57
石景山,2,2,114.2,中,0,0,4.48
丰台,2,1,83.4,中,0,0,4.76
东城,2,1,140.3,低,1,0,8.72
西城,3,1,83.8,高,1,1,8.44
丰台,1,1,66.5,高,1,0,4.65
西城,1,1,53.3,中,1,0,8.69
丰台,3,1,163.1,低,1,0,4.86
石景山,3,1,75.7,高,1,0,4.05
西城,1,1,43.2,中,1,1,11.18
丰台,2,1,64.9,中,1,0,5.45
东城,2,1,120.5,中,1,0,7.05
丰台,2,1,72.8,中,1,0,4.64
海淀,3,2,102.4,低,1,1,6.76
东城,3,1,63.8,低,1,0,8.29
西城,4,1,86.1,中,1,0,8.85
朝阳,3,2,234.1,低,1,0,5.67
东城,1,1,53.9,中,1,0,6.26
石景山,2,1,106.6,低,1,0,5.09
朝阳,3,2,179.6,中,1,0,6.14
东城,2,1,50,中,1,0,6.47
丰台,4,1,169.6,中,0,0,5.11
东城,1,1,56,中,1,0,7.56
石景山,1,1,60.5,中,1,0,4.04
东城,2,1,79.5,高,1,0,5.56
海淀,2,1,89.8,低,1,0,6.76
海淀,3,2,161.4,低,0,0,6.02
东城,1,1,65.3,低,1,0,5.64
海淀,3,2,133.6,低,0,0,5.83
东城,2,1,82.2,中,1,1,7.03
丰台,2,2,91.7,低,0,0,5.7
东城,2,1,65.6,低,1,0,8.52
海淀,3,1,72.2,高,1,0,7.27
西城,2,1,61.5,低,1,1,10.6
东城,1,1,62.5,中,1,0,6.33
东城,2,1,57,中,1,0,8.66
丰台,2,1,68.5,高,1,0,4.18
丰台,2,1,63.5,低,1,0,4.77
东城,4,2,226.7,高,1,1,9.4
丰台,2,1,70,中,1,0,4.33
西城,3,1,110.8,低,1,0,7.82
东城,1,1,59.6,中,1,1,7.81
丰台,2,1,58.5,中,1,0,5.62
西城,2,2,108.9,中,1,0,8.26
海淀,3,2,147.2,中,1,0,5.88
西城,3,2,103.3,低,1,0,7.96
丰台,3,1,76.6,高,0,0,3.97
西城,3,0,68.2,低,1,1,10.41
海淀,3,1,65.3,中,1,1,7.79
朝阳,2,1,55,低,1,0,6.24
西城,1,1,45.5,高,1,0,7.57
朝阳,3,1,109.1,高,1,1,5.84
石景山,3,1,141.4,高,0,0,4.25
丰台,2,1,90.4,低,1,0,4.35
西城,2,1,73.9,低,1,0,9.42
东城,2,2,111,低,1,0,8.97
丰台,2,1,67.2,高,1,0,3.89
海淀,2,1,72.2,低,1,0,7.31
石景山,3,2,105.1,中,1,0,5.05
丰台,2,1,55.3,中,1,0,3.97
西城,1,1,51.4,低,1,1,8.43
石景山,2,1,104.1,中,0,0,3.6
丰台,4,2,166.2,高,1,0,4.93
海淀,2,1,62.4,低,1,1,8.95
东城,4,2,259.4,中,1,0,7.36
朝阳,2,1,94.3,中,1,0,5.39
东城,1,1,60.4,中,1,1,8.77
西城,1,1,41.4,高,1,0,9.43
朝阳,2,1,81.4,中,1,0,5.13
海淀,3,2,119.9,低,1,1,7.85
朝阳,2,2,100.8,中,0,0,4.16
丰台,2,2,91.1,高,1,1,4.66
丰台,3,1,84.3,高,1,0,4.65
东城,2,1,57.3,高,1,0,8.06
西城,2,1,63.7,中,1,1,8.84
海淀,2,2,85.6,低,1,0,6.38
海淀,3,2,141.9,高,0,0,5.3
东城,2,1,52.6,中,1,0,8.05
东城,2,2,127.2,中,1,1,8.89
东城,3,0,67.7,中,1,0,9.42
东城,1,1,44.4,中,1,0,7.59
石景山,3,1,83.4,高,0,0,4.2
丰台,2,1,76.3,低,1,0,5.43
海淀,2,1,81.6,低,1,1,9.14
东城,1,1,100.1,中,1,1,8.93
朝阳,2,1,81.8,高,1,0,5.54
西城,3,1,67.6,高,1,1,9.03
东城,3,0,78.2,高,1,0,8.43
海淀,2,1,67,低,1,1,8.06
朝阳,2,1,95.8,中,1,0,5.63
西城,3,1,86.6,中,1,0,7.12
石景山,2,1,86,中,0,0,4.22
朝阳,3,2,170.5,高,1,0,5.27
石景山,1,1,66,中,0,0,3.77
西城,3,1,78.6,低,1,1,10.02
海淀,2,0,62.2,高,1,1,10.51
丰台,2,1,55.8,高,0,0,5.47
丰台,3,1,120.7,高,1,0,5.27
海淀,4,2,147.7,中,1,1,7.48
朝阳,3,1,79.4,低,1,1,4.9
朝阳,2,1,59,低,1,0,6.82
丰台,2,1,53.5,中,1,0,4.9
海淀,3,1,141.6,中,0,0,5.56
石景山,2,1,53.6,低,1,0,5.13
西城,1,1,41.5,高,1,0,7.54
石景山,2,1,78.8,中,0,0,3.71
朝阳,2,1,64.5,低,1,1,4.98
丰台,1,1,60.7,低,1,0,5.35
朝阳,3,2,148.2,中,1,1,6.84
西城,1,0,57.2,低,1,0,6.63
东城,2,1,69.5,低,1,1,9.93
丰台,3,2,118,低,1,1,5.15
海淀,2,1,64.4,高,1,1,9.01
海淀,1,1,41.3,高,1,1,7.49
西城,3,1,78.3,中,0,1,8.3
东城,2,1,50.1,低,1,0,8.09
丰台,2,1,79.8,中,1,0,5.58
石景山,2,1,87.1,低,1,0,4.53
朝阳,3,2,127.9,低,1,0,7.02
西城,1,2,51.9,高,1,0,9.96
西城,3,1,111.6,高,1,1,8.36
朝阳,1,1,71,中,1,0,6.18
丰台,3,2,118.1,低,0,0,4.14
东城,2,1,58.3,低,1,0,6.44
石景山,2,2,54.3,高,0,0,5.69
海淀,3,2,134.9,中,1,0,7.7
朝阳,1,1,56,高,1,0,6.38
西城,1,1,56,中,1,0,7.81
朝阳,2,1,99.8,高,1,0,5.15
海淀,2,1,50.3,低,1,1,8.79
石景山,1,1,38.4,高,0,0,4.49
石景山,4,1,92.3,高,1,0,4.85
石景山,3,1,66.1,低,1,0,5.04
丰台,3,2,118.5,中,0,0,4.68
海淀,3,1,126.2,高,1,1,8.13
石景山,3,1,116.1,低,1,0,3.73
海淀,3,2,214.7,高,1,1,6.15
西城,2,2,90.8,中,1,0,9.8
东城,4,2,253.3,高,1,0,7.8
朝阳,2,1,52.9,中,1,0,5.84
东城,1,1,59,高,1,1,8.08
海淀,1,1,78.2,低,1,0,6.97
西城,2,1,72.4,中,1,1,8.15
朝阳,2,1,63.4,高,1,0,5.02
丰台,2,2,101.3,高,0,0,4.54
东城,1,0,57,中,1,1,8.12
东城,2,1,75.6,高,1,1,8.65
丰台,3,2,153.2,中,1,0,4.7
石景山,1,1,55.4,中,0,0,4.45
东城,5,1,158.5,高,1,0,7.7
西城,1,1,38.3,中,1,1,10.69
东城,4,2,246.8,中,1,0,7.5
朝阳,2,1,97.6,中,1,0,5.56
朝阳,2,2,85.4,低,1,0,6.09
海淀,3,2,145.1,低,0,1,6.82
东城,1,1,40.2,中,1,0,8.73
石景山,3,2,132.7,中,0,0,5.46
朝阳,3,2,167.2,低,1,0,6.81
海淀,1,0,47.3,高,1,0,6.33
石景山,1,1,53.9,高,0,0,3.54
西城,3,1,59.3,中,1,1,9.28
丰台,3,1,118.4,低,1,0,5.43
丰台,2,1,92.9,中,1,0,4.68
西城,2,2,72,高,1,1,10.94
西城,2,1,66,中,1,1,12.09
东城,2,1,60.3,高,0,0,5.87
石景山,2,1,62.4,中,1,0,4.46
丰台,2,1,126,高,1,0,4.5
东城,2,1,63.8,高,0,1,7.48
丰台,1,1,81,低,1,0,5.64
东城,3,2,121.2,中,0,0,7.39
海淀,3,2,198,高,1,1,6.55
东城,3,2,139.9,高,1,0,8.33
海淀,3,2,132.3,低,1,0,7.53
西城,3,1,71.2,高,1,1,11.26
朝阳,2,2,116.7,高,1,0,6.57
朝阳,3,1,84.9,高,1,0,4.92
丰台,4,1,165.4,高,1,0,5.25
东城,1,1,41.6,中,1,0,8.6
朝阳,2,1,103.2,高,1,0,5.02
东城,2,1,115.1,低,1,0,7.32
海淀,4,2,142.2,高,0,1,6.25
丰台,2,2,116.1,中,1,0,5.52
海淀,2,1,116.5,中,1,1,8.36
朝阳,2,1,87.2,中,1,0,5.4
海淀,2,1,68.1,高,1,0,7.45
丰台,2,1,64.5,高,1,0,4.47
丰台,3,2,56.3,高,1,0,5.57
丰台,2,1,94,低,1,0,4.59
海淀,2,1,58.1,低,1,1,8.87
西城,2,1,96.3,中,1,0,8.93
朝阳,2,1,57.8,中,1,1,7.83
朝阳,2,1,57.2,低,1,0,5.68
石景山,2,1,61.1,中,0,0,4.14
丰台,3,2,154.4,高,1,0,4.78
石景山,3,2,117.3,高,0,0,4.86
丰台,2,2,88.4,高,1,0,5.2
丰台,3,1,136,高,1,0,3.9
朝阳,2,2,108.2,高,1,0,5.77
东城,3,2,179.3,高,1,0,7.38
海淀,2,2,112.2,高,1,0,7.47
东城,1,1,52,高,0,0,6.24
丰台,3,2,145.6,高,1,0,5.93
朝阳,2,2,99.6,低,0,0,5.03
石景山,2,1,124.7,中,1,0,4.11
朝阳,1,0,60.4,高,1,1,5.75
西城,2,1,60.9,高,1,1,8.54
朝阳,2,1,85.1,高,1,0,5.92
东城,3,1,72.6,中,1,0,8.07
朝阳,2,1,67.7,中,1,1,5.16
海淀,4,2,107.9,高,1,0,8.01
东城,1,1,64.8,低,1,1,8.57
丰台,3,2,154.1,高,1,0,5.81
丰台,3,2,162.9,中,1,0,5.21
西城,2,1,67.6,中,1,1,11.31
东城,2,1,58.2,高,1,1,6.87
朝阳,1,0,39.2,低,1,1,4.98
东城,1,0,78.4,中,1,0,5.06
西城,2,1,88.8,低,1,1,8.16
海淀,2,1,59.1,高,1,1,10
东城,2,1,61.3,高,0,1,7.92
东城,1,1,76.3,中,1,0,6.61
丰台,2,1,79.1,低,1,0,3.97
丰台,2,1,61.2,中,1,0,5.04
海淀,3,2,154.2,高,1,1,6.87
丰台,2,1,100.5,低,1,0,5.64
海淀,3,2,126.8,中,1,1,9.52
东城,3,1,80.9,低,1,1,9.77
朝阳,4,2,163.9,中,1,0,5.38
丰台,3,2,150,低,1,0,6.29
东城,2,1,48.5,高,1,1,8.17
东城,1,1,62.1,中,1,1,7.5
朝阳,1,1,71.2,中,1,0,4.69
石景山,2,1,90.3,中,0,0,5.13
东城,3,2,240.7,高,1,1,6.64
西城,3,1,80.8,高,1,1,9.19
海淀,2,2,134.9,低,1,1,6.23
海淀,2,1,48,中,1,1,8.7
海淀,2,1,73.5,中,1,1,8.13
朝阳,2,1,93.7,低,1,0,5.98
石景山,2,1,60.8,中,0,0,4.24
丰台,1,1,32.9,高,1,0,5.59
丰台,1,1,57.8,低,0,0,4.15
朝阳,3,1,73.4,中,1,0,5.35
朝阳,3,2,114.3,低,1,0,5.36
石景山,2,1,83.3,高,1,0,4.39
石景山,2,1,48.3,中,1,0,4.44
西城,3,2,115.5,低,1,0,7.64
海淀,2,1,57.1,中,1,1,8.49
朝阳,3,2,142.8,中,1,0,5.5
丰台,3,2,122.1,高,1,0,4.39
石景山,1,1,63,低,1,0,5.03
西城,2,1,61.2,中,1,0,8.46
海淀,2,1,81,高,1,1,8.37
东城,1,1,38.5,高,1,0,6.13
朝阳,2,1,54.3,高,1,0,6.7
海淀,2,1,62.2,高,1,1,7.5
西城,2,1,62.4,低,1,0,9.41
丰台,3,2,120,中,1,0,5.33
丰台,2,1,73.6,高,0,0,4.61
海淀,3,2,135.1,中,0,0,5.45
西城,1,1,41.1,低,1,1,10.39
东城,1,1,56.7,中,1,0,6.53
西城,2,0,68.8,高,1,0,8.89
海淀,3,2,158.5,中,1,1,9.64
海淀,3,2,126.1,高,1,1,8.85
丰台,1,0,43.1,高,1,0,4.84
西城,3,1,70.2,高,1,1,7.79
东城,1,0,51.5,低,1,1,7.92
朝阳,3,1,80.8,高,1,0,5.86
丰台,1,0,56.2,中,0,0,4.42
丰台,2,1,125.6,高,0,0,4.1
西城,2,1,79,高,0,0,5.99
丰台,1,1,51.3,高,1,0,4.73
丰台,2,1,75.1,低,1,0,5.5
西城,1,0,42.4,中,1,1,10.12
东城,1,1,63.9,中,1,1,6.43
丰台,2,2,54.7,中,1,0,4.98
丰台,2,1,96.8,高,0,0,3.34
东城,2,1,56.8,高,1,0,6.88
石景山,2,1,54.3,中,0,0,4.2
东城,2,1,58.3,高,1,0,7.13
西城,2,1,57.5,中,1,1,9.9
朝阳,3,2,145.9,低,1,0,5.64
丰台,2,1,96.5,高,0,0,4.26
海淀,2,1,66,中,1,1,7.73
西城,2,1,53,高,1,1,11.17
西城,2,1,58.5,低,1,1,10.42
朝阳,3,1,98.5,低,1,0,5.84
东城,3,2,189.4,中,1,1,6.4
丰台,3,2,115,低,1,0,4.65
海淀,2,1,59.2,低,1,1,9.81
朝阳,3,2,142.9,低,1,0,5.26
海淀,2,2,108.6,中,1,1,9.83
东城,1,1,63.6,高,1,1,8.35
